"Name","Country","Province","Population","Longitude","Latitude"
"Shanghai","TJ","Shanghai (munic.)",7830000,121.433,31.2
"Shangqiu","TJ","Henan",164880,0.0,0.0
"Shangrao","TJ","Jiangxi",132455,0.0,0.0
"Shangzhi","TJ","Heilongjiang",215373,0.0,0.0
"Shantou","TJ","Guangdong",578630,0.0,0.0
"Shanwei","TJ","Guangdong",107847,0.0,0.0
"Shaoguan","TJ","Guangdong",350043,0.0,0.0
"Shaoxing","TJ","Zhejiang",179818,0.0,0.0
"Shaoyang","TJ","Hunan",247227,0.0,0.0
"Sharjah","UAE","Ash Shariqah",125123,0.0,0.0
"Shashi","TJ","Hubei",281352,0.0,0.0
"Shchyolkovo","R","Moskovskaya oblast",108000,0.0,0.0
"Sheffield","GB","South Yorkshire",530100,0.0,0.0
"Sheikhupura","PK","Pakistan",141168,0.0,0.0
"Shenyang","TJ","Liaoning",4540000,123.3,42.0
"Shenzhen","TJ","Guangdong",350727,0.0,0.0
"Shibin el Kom","ET","El Minufiya",136000,0.0,0.0
"Shihezi","TJ","Xinjiang Uygur",299676,0.0,0.0
"Shijiazhuang","TJ","Hebei",1320000,114.5,38.0
"Shillong","IND","Meghalaya",0,91.5,25.4
"Shinyanga","EAT","Shinyanga",100724,0.0,0.0
"Shiraz","IR","Fars",1042801,52.3,29.4
"Shishou","TJ","Hubei",104571,0.0,0.0
"Shiyan","TJ","Hubei",273786,0.0,0.0
"Shizuishan","TJ","Ningxia Huizu",257862,0.0,0.0
"Shizuoka","J","Shizuoka",0,0.0,0.0
"Shkoder","AL","Albania",62000,19.2,42.2
"Sholapur","IND","Maharashtra",604215,0.0,0.0
"Shomolu","WAN","Nigeria",130000,0.0,0.0
"Shreveport","USA","Louisiana",198525,0.0,0.0
"Shrewsbury","GB","Shropshire",0,0.0,0.0
"Shuangcheng","TJ","Heilongjiang",142659,0.0,0.0
"Shuangyashan","TJ","Heilongjiang",386081,0.0,0.0
"Shubra el Kheima","ET","El Qalubiya",533000,0.0,0.0
"Shymkent","KAZ","Ongtustik Qazaqstan",397600,0.0,0.0
"Sialkot","PK","Pakistan",302009,0.0,0.0
"Sibiu","RO","Sibiu",184000,0.0,0.0
"Sibu","MAL","Sarawak",126384,0.0,0.0
"Sidi bel Abbes","DZ","Algeria",152778,0.0,0.0
"Siedlce","PL","Siedleckie",0,0.0,0.0
"Siegen","D","Nordrhein Westfalen",111541,0.0,0.0
"Sieradz","PL","Sieradzkie",0,0.0,0.0
"Siguatepeque","HCA","Francisco Morazan",32200,0.0,0.0
"Siirt","TR","Siirt",0,0.0,0.0
"Silvassa","IND","Dadra and Nagar Haveli",0,73.1,20.2
"Simbirsk","R","Ulyanovskaya oblast",678000,0.0,0.0
"Simferopol","UA","Krym",349000,0.0,0.0
"Simi Valley","USA","California",100218,0.0,0.0
"Simla","IND","Himachal Pradesh",0,77.1,31.0
"Sincelejo","CO","Sucre",180076,0.0,0.0
"Singapore","SGP","Singapore",2558000,103.833,1.3
"Singida","EAT","Singida",0,0.0,0.0
"Sinop","TR","Sinop",0,0.0,0.0
"Sinpo","NOK","North Korea",158000,0.0,0.0
"Sinuiju","NOK","North Korea",289000,0.0,0.0
"Sion","CH","VS",0,0.0,0.0
"Sioux Falls","USA","South Dakota",100836,-96.7333,43.5667
"Siping","TJ","Jilin",317223,0.0,0.0
"Siracusa","I","Sicilia",125444,0.0,0.0
"Sirajganj","BD","Bangladesh",108000,0.0,0.0
"Sirjan","IR","Kerman",107887,0.0,0.0
"Sirnak","TR","Sirnak",0,0.0,0.0
"Sivas","TR","Sivas",240100,0.0,0.0
"Skien","N","Telemark",47010,9.4,59.1
"Skierniewice","PL","Skierniewickie",0,0.0,0.0
"Skikda","DZ","Algeria",128747,0.0,0.0
"Skopje","MK","Macedonia",506926,21.4,42.0
"Slatina","RO","Olt",0,0.0,0.0
"Slobozia","RO","Ialomita",0,0.0,0.0
"Slough","GB","Berkshire",103500,0.0,0.0
"Slupsk","PL","Slupskie",0,0.0,0.0
"Smolensk","R","Smolenskaya oblast",355000,0.0,0.0
"Soacha","CO","Cundinamarca",266817,0.0,0.0
"Sobral","BR","Ceara",138274,0.0,0.0
"Sochi","R","Krasnodarsky kray",355000,0.0,0.0
"Sofia","BG","Bulgaria",1300000,23.3333,42.7
"Sohag","ET","Sohag",142000,0.0,0.0
"Sokoto","WAN","Nigeria",181000,0.0,0.0
"Soledad","CO","Atlantico",264583,0.0,0.0
"Soledad de Graciano Sanchez","MEX","San Luis Potosi",123943,0.0,0.0
"Solihull","GB","West Midlands",202000,0.0,0.0
"Solikamsk","R","Permskaya oblast",108000,0.0,0.0
"Solingen","D","Nordrhein Westfalen",165973,0.0,0.0
"Solothurn","CH","SO",0,0.0,0.0
"Solwezi","Z","Northwestern",0,0.0,0.0
"Songea","EAT","Ruvuma",0,0.0,0.0
"Songjin","NOK","North Korea",179000,0.0,0.0
"Songkhla","THA","Thailand",243000,0.0,0.0
"Songnam","ROK","South Korea",869243,0.0,0.0
"Sorocaba","BR","Sao Paulo",431370,0.0,0.0
"Sosnowiec","PL","Katowickie",259000,0.0,0.0
"South Bend","USA","Indiana",105511,-86.3167,41.7
"Southampton","GB","Hampshire",211700,0.0,0.0
"Southend on Sea","GB","Essex",167500,0.0,0.0
"Soweto","RSA","Gauteng",597000,0.0,0.0
"Soyapango","ES","El Salvador",251811,0.0,0.0
"Spokane","USA","Washington",177165,0.0,0.0
"Springfield","USA","Illinois",105417,-89.6667,39.8333
"Springfield","USA","Massachusetts",156983,0.0,0.0
"Springfield","USA","Missouri",140494,-93.3833,37.2333
"Srinagar","IND","Jammu and Kashmir",594775,74.3,34.0
"St. Louis","USA","Missouri",396685,-90.3833,38.75
"St. Paul","USA","Minnesota",272235,-93.0,45.0
"St. Petersburg","USA","Florida",240318,-83.3333,27.7667
"St. Polten","A","Lower Austria",51102,15.38,48.13
"Stafford","GB","Staffordshire",121500,0.0,0.0
"Stamford","USA","Connecticut",108056,0.0,0.0
"Stanley","FALK","Falkland Islands",0,-57.51,-51.42
"Stans","CH","NW",0,0.0,0.0
"Stary Oskol","R","Belgorodskaya oblast",198000,0.0,0.0
"Stavanger","N","Rogaland",95089,5.5,59.0
"Stavropol","R","Stavropolsky kray",342000,0.0,0.0
"Steinkjer","N","Nord Trondelag",20480,11.3,64.0
"Sterling Heights","USA","Michigan",117810,0.0,0.0
"Sterlitamak","R","Rep. of Bashkortostan",259000,0.0,0.0
"Stirling","GB","Central",0,0.0,0.0
"Stockholm","S","Stockholm",711119,18.0667,59.35
"Stockport","GB","Greater Manchester",291400,0.0,0.0
"Stockton","USA","California",210943,-121.25,37.9
"Stockton on Tees","GB","Cleveland",177800,0.0,0.0
"Stoke on Trent","GB","Staffordshire",254200,0.0,0.0
"Stornoway","GB","Outer Hebrides",8000,-6.4,58.2
"Strasbourg","F","Alsace",252338,7.76667,48.5833
"Stratford on Avon","GB","Warwickshire",108600,0.0,0.0
"Stroud","GB","Gloucestershire",105400,0.0,0.0
"Stuttgart","D","Baden Wurttemberg",588482,9.1,48.7
"Suceava","RO","Suceava",0,0.0,0.0
"Sucre","BOL","Bolivia",110000,-65.1,-19.0
"Suihua","TJ","Heilongjiang",227881,0.0,0.0
"Sukabumi","RI","Indonesia",119981,0.0,0.0
"Sukkur","PK","Pakistan",190551,0.0,0.0
"Sullana","PE","Piura",147361,0.0,0.0
"Sumare","BR","Sao Paulo",167751,0.0,0.0
"Sumbawanga","EAT","Rukwa",0,0.0,0.0
"Sumbe","ANG","Cuanza Sul",0,0.0,0.0
"Sumy","UA","Sumska",296000,0.0,0.0
"Sunchon","NOK","North Korea",356000,0.0,0.0
"Sunderland","GB","Tyne and Wear",292200,0.0,0.0
"Sunnyvale","USA","California",117324,0.0,0.0
"Sunshine Coast","AUS","New South Wales",110000,0.0,0.0
"Suqian","TJ","Jiangsu",105021,0.0,0.0
"Surabaya","RI","Indonesia",2483871,112.717,-7.21667
"Surakarta","RI","Indonesia",504176,0.0,0.0
"Surat","IND","Gujarat",1505872,0.0,0.0
"Surgut","R","Tyumenskaya oblast",263000,0.0,0.0
"Surrey","CDN","British Columbia",245173,0.0,0.0
"Sutton in Ashfield","GB","Derbyshire",109800,0.0,0.0
"Suva","FJI","Fiji",69481,178.0,-19.0
"Suwalki","PL","Suwalskie",0,0.0,0.0
"Suwon","ROK","South Korea",755502,0.0,0.0
"Suzano","BR","Sao Paulo",180703,0.0,0.0
"Suzhou","TJ","Anhui",151862,0.0,0.0
"Suzhou","TJ","Jiangsu",706459,0.0,0.0
"Svolvaer","N","Nordland",4500,14.3,68.2
"Swale","GB","Kent",117200,0.0,0.0
"Swansea","GB","Swansea",189300,0.0,0.0
"Sydney","AUS","New South Wales",3657000,151.2,-33.8667
"Syktyvkar","R","Rep. of Komi",229000,0.0,0.0
"Sylhet","BD","Bangladesh",109000,0.0,0.0
"Syracuse","USA","New York",163860,-76.1167,43.1167
"Syzran","R","Samarskaya oblast",177000,0.0,0.0
"Szczecin","PL","Szczecinskie",412000,0.0,0.0
"Szeged","H","Szeged (munic.)",178000,0.0,0.0
"Szekesfehervar","H","Fejer",109000,0.0,0.0
"Szekszard","H","Tolna",0,0.0,0.0
"Szolnok","H","Szolnok",0,0.0,0.0
"Szombathely","H","Vas",0,0.0,0.0
"Taboao da Serra","BR","Sao Paulo",182441,0.0,0.0
"Tabora","EAT","Tabora",0,0.0,0.0
"Tabriz","IR","Azarbayian e Sharqi",1166203,46.2,38.1
"Tacna","PE","Tacna",174336,0.0,0.0
"Tacoma","USA","Washington",176664,0.0,0.0
"Taegu","ROK","South Korea",2449139,0.0,0.0
"Taejon","ROK","South Korea",1272143,0.0,0.0
"Taganrog","R","Rostovskaya oblast",292000,0.0,0.0
"Taian","TJ","Shandong",350696,0.0,0.0
"Taichung","RC","Taiwan",857590,0.0,0.0
"Tainan","RC","Taiwan",707658,120.2,22.95
"Taipei","RC","Taiwan",2626138,121.517,25.0333
"Taiping","MAL","Perak",183165,0.0,0.0
"Taitung","RC","Taiwan",109189,0.0,0.0
"Taiyuan","TJ","Shanxi",1960000,112.3,38.0
"Taizhou","TJ","Jiangsu",152442,0.0,0.0
"Takamatsu","J","Kagawa",0,0.0,0.0
"Takoradi","GH","Ghana",61484,0.0,0.0
"Talara","PE","Piura",82228,0.0,0.0
"Taldyqorghan","KAZ","Taldyqorghan",116100,0.0,0.0
"Tallahassee","USA","Florida",124773,-84.1,30.2
"Tallinn","EW","Estonia",478000,25.0,59.3
"Tamale","GH","Ghana",135952,0.0,0.0
"Tamatave","RM","Toamasina",230000,0.0,0.0
"Tambacounda","SN","Tambacounda",0,0.0,0.0
"Tambov","R","Tambovskaya oblast",316000,0.0,0.0
"Tameside","GB","Greater Manchester",221800,0.0,0.0
"Tampa","USA","Florida",280015,0.0,0.0
"Tampere","SF","Haeme",170097,23.5,61.3
"Tampico","MEX","Tamaulipas",272690,0.0,0.0
"Tanchon","NOK","North Korea",284000,0.0,0.0
"Tanga","EAT","Tanga",187155,0.0,0.0
"Tangail","BD","Bangladesh",114000,0.0,0.0
"Tanger","MA","Morocco",526215,0.0,0.0
"Tangshan","TJ","Hebei",1500000,0.0,0.0
"Tanjung Balai","RI","Indonesia",108202,0.0,0.0
"Tanta","ET","El Gharbiya",374000,0.0,0.0
"Taoyuan","RC","Taiwan",260680,0.0,0.0
"Tapachula","MEX","Chiapas",138858,0.0,0.0
"Taranto","I","Puglia",244033,0.0,0.0
"Tarawa","KIR","Kiribati",2100,173.0,1.4
"Tarnobrzeg","PL","Tarnobrzeskie",0,0.0,0.0
"Tarnow","PL","Tarnowskie",120000,0.0,0.0
"Tarragona","E","Catalonia",114630,0.0,0.0
"Tarsus","TR","Icel",225000,0.0,0.0
"Tashauz","TM","Dashhowuz",117000,0.0,0.0
"Tashkent","UZB","Toshkent",2106000,69.3,41.3333
"Tatabanya","H","Komarom Esztergom",0,0.0,0.0
"Taubate","BR","Sao Paulo",220179,0.0,0.0
"Taunggyi","MYA","Shan",108200,0.0,0.0
"Taunton","GB","Somerset",0,0.0,0.0
"Tavoy","MYA","Tanintharyi",0,0.0,0.0
"Tawai","MAL","Sabah",244765,0.0,0.0
"Tbilisi","GE","Georgia",1200000,44.8,41.7167
"Tebessa","DZ","Algeria",107559,0.0,0.0
"Tebing Tinggi","RI","Indonesia",116767,0.0,0.0
"Tegal","RI","Indonesia",229713,0.0,0.0
"Tegucigalpa","HCA","Francisco Morazan",670100,-87.2167,14.1
"Tehran","IR","Tehran",6750043,51.4167,35.6833
"Tehuacan","MEX","Puebla",139450,0.0,0.0
"Tekirdag","TR","Tekirdag",0,0.0,0.0
"Tel Aviv","IL","Tel Aviv",0,34.7833,32.1
"Tela","HCA","Atlantida",24000,0.0,0.0
"Tema","GH","Ghana",131528,0.0,0.0
"Tembisa","RSA","Gauteng",209000,0.0,0.0
"Temirtau","KAZ","Qaraghandy",206100,0.0,0.0
"Tempe","USA","Arizona",141993,0.0,0.0
"Tengxian","TJ","Shandong",315083,0.0,0.0
"Teofilo Otoni","BR","Minas Gerais",127214,0.0,0.0
"Tepic","MEX","Nayarit",206967,-104.5,21.3
"Teresina","BR","Piaui",653994,-42.5,-5.0
"Teresopolis","BR","Rio de Janeiro",122614,0.0,0.0
"Termiz","UZB","Surkhondare",0,0.0,0.0
"Terni","I","Umbria",109809,0.0,0.0
"Ternopil","UA","Ternopilska",212000,0.0,0.0
"Terrassa","E","Catalonia",161428,0.0,0.0
"Tete","MOC","Tete",112221,0.0,0.0
"Tetouan","MA","Morocco",367349,0.0,0.0
"Thai Nguyen","VN","Vietnam",171815,0.0,0.0
"Thane","IND","Maharashtra",803389,0.0,0.0
"The Valley","AXA","Anguilla",0,-63.03,18.13
"Thessaloniki","GR","Kedriki Makedhonia",406413,22.95,40.6167
"Thies","SN","Thies",156000,0.0,0.0
"Thika","EAK","Central",57100,0.0,0.0
"Thimphu","BHT","Bhutan",20000,90.0,27.0
"Thousand Oaks","USA","California",104381,0.0,0.0
"Thunder Bay","CDN","Ontario",113746,-89.3167,48.3667
"Tianjin","TJ","Tianjin (munic.)",5770000,117.2,39.1
"Tianmen","TJ","Hubei",186332,0.0,0.0
"Tianshui","TJ","Gansu",244974,0.0,0.0
"Tieling","TJ","Liaoning",254842,0.0,0.0
"Tijuana","MEX","Baja California",698752,0.0,0.0
"Tilburg","NL","Noord Brabant",237958,0.0,0.0
"Timisoara","RO","Timis",333000,0.0,0.0
"Timon","BR","Maranhao",118332,0.0,0.0
"Tirane","AL","Albania",192000,19.8,41.3
"Tirgoviste","RO","Dimbovita",0,0.0,0.0
"Tirgu Jiu","RO","Gorj",0,0.0,0.0
"Tirgu Mures","RO","Mures",165000,0.0,0.0
"Tiruchchirappalli","IND","Tamil Nadu",387223,0.0,0.0
"Tlaquepaque","MEX","Jalisco",328031,0.0,0.0
"Tlaxcala","MEX","Tlaxcala",116800,-98.1,19.2
"Tlemcen","DZ","Algeria",107632,0.0,0.0
"Toensberg","N","Vestfold",8984,10.2,59.2
"Tokat","TR","Tokat",0,0.0,0.0
"Tokchon","NOK","North Korea",217000,0.0,0.0
"Tokushima","J","Tokushima",0,0.0,0.0
"Tokyo","J","Tokyo",7843000,139.767,35.6833
"Toledo","E","Castile La Mancha",0,0.0,0.0
"Toledo","USA","Ohio",332943,-83.8,41.6
"Toliara","RM","Toliara",150000,0.0,0.0
"Toluca","MEX","Mexico, Estado de",327865,0.0,0.0
"Toluca de Lerdo","MEX","Mexico, Estado de",136100,-99.4,19.2
"Tolyatti","R","Samarskaya oblast",702000,0.0,0.0
"Tomsk","R","Tomskaya oblast",470000,0.0,0.0
"Tonala","MEX","Chiapas",151190,0.0,0.0
"Tonbridge","GB","Kent",102100,0.0,0.0
"Tongchuan","TJ","Shaanxi",280657,0.0,0.0
"Tonghua","TJ","Jilin",324600,0.0,0.0
"Tongi","BD","Bangladesh",181000,0.0,0.0
"Tongliao","TJ","Nei Monggol",255129,0.0,0.0
"Tongling","TJ","Anhui",228017,0.0,0.0
"Topeka","USA","Kansas",119883,-95.6333,39.0667
"Toronto","CDN","Ontario",635395,-79.5,43.5
"Torrance","USA","California",133107,0.0,0.0
"Torre del Greco","I","Campania",102647,0.0,0.0
"Torreon","MEX","Coahuila",439436,0.0,0.0
"Torshavn","FARX","Faroe Islands",0,-7.0,62.0
"Torun","PL","Torunskie",201000,0.0,0.0
"Tottori","J","Tottori",0,0.0,0.0
"Toulon","F","Provence Cote dAzur",167619,0.0,0.0
"Toulouse","F","Midi Pyrenees",358688,1.2,43.4
"Tours","F","Centre",129509,0.0,0.0
"Townsville","AUS","Queensland",114000,0.0,0.0
"Toyama","J","Toyama",0,0.0,0.0
"Trabzon","TR","Trabzon",145400,0.0,0.0
"Trafford","GB","Greater Manchester",218100,0.0,0.0
"Trento","I","Trentino Alto Adige",102124,11.5,46.0
"Trenton","USA","New Jersey",92124,-74.7667,40.2167
"Trieste","I","Friuli Venezia Giulia",231047,13.45,45.39
"Tripoli","LAR","Libya",0,22.3,37.3
"Tripoli","GR","Peloponnisos",0,0.0,0.0
"Trivandrum","IND","Kerala",699872,77.0,8.2
"Tromsoe","N","Troms",48109,19.0,69.4
"Trondheim","N","Soer Trondelag",134426,10.2,63.3
"Trowbridge","GB","Wiltshire",0,0.0,0.0
"Trujillo","HCA","Colon",0,0.0,0.0
"Trujillo","PE","La Libertad",509312,0.0,0.0
"Trujillo","YV","Trujillo",0,0.0,0.0
"Truro","GB","Cornwall",0,0.0,0.0
"Tshikapa","ZRE","Kasai Occidental",180860,0.0,0.0
"Tsu","J","Mie",0,0.0,0.0
"Tucson","USA","Arizona",411480,0.0,0.0
"Tucupita","YV","Delta Amacuro",0,0.0,0.0
"Tula","R","Tulskaya oblast",532000,0.0,0.0
"Tulcea","RO","Tulcea",0,0.0,0.0
"Tulsa","USA","Oklahoma",367302,-95.9,36.2
"Tulua","CO","Valle de Cauca",138124,0.0,0.0
"Tumaco","CO","Narino",114802,0.0,0.0
"Tumbes","PE","Tumbes",0,0.0,0.0
"Tunbridge Wells","GB","Kent",101800,0.0,0.0
"Tunceli","TR","Tunceli",0,0.0,0.0
"Tunis","TN","Tunisia",0,10.2,36.7833
"Tunja","CO","Boyaca",120210,0.0,0.0
"Turbo","CO","Antioquia",127045,0.0,0.0
"Turin","I","Piemonte",991870,7.39,45.5
"Turku","SF","Turku-Pori",161292,22.1,60.3
"Turmero","YV","Aragua",174280,0.0,0.0
"Tuxtla Gutierrez","MEX","Chiapas",289626,-93.1,16.5
"Tver","R","Tverskaya oblast",455000,0.0,0.0
"Tychy","PL","Katowickie",190000,0.0,0.0
"Tyumen","R","Tyumenskaya oblast",494000,0.0,0.0
"Uberaba","BR","Minas Gerais",232134,0.0,0.0
"Uberlandia","BR","Minas Gerais",437111,0.0,0.0
"Ubon Ratchathani","THA","Thailand",137000,0.0,0.0
"Ufa","R","Rep. of Bashkortostan",1094000,0.0,0.0
"Uige","ANG","Uige",0,0.0,0.0
"Ujjain","IND","Madhya Pradesh",362633,0.0,0.0
"Ujung Pandang","RI","Indonesia",944685,0.0,0.0
"Ukhta","R","Rep. of Komi",106000,0.0,0.0
"Ulaanbaatar","MNG","Mongolia",479500,107.0,48.0
"Ulan Ude","R","Rep. of Buryatiya",366000,0.0,0.0
"Ulanhot","TJ","Nei Monggol",159538,0.0,0.0
"Ulhasnagar","IND","Maharashtra",369077,0.0,0.0
"Ulm","D","Baden Wurttemberg",115123,0.0,0.0
"Ulsan","ROK","South Korea",967394,0.0,0.0
"Umea","S","Vasterbotten",85698,20.1,63.5
"Uppsala","S","Uppsala",183472,17.4,59.5
"Urawa","J","Saitama",0,0.0,0.0
"Urfa","TR","Sanliurfa",357900,0.0,0.0
"Urganch","UZB","Khorazm",135000,0.0,0.0
"Uruapan","MEX","Michoacan",187623,0.0,0.0
"Uruguaiana","BR","Rio Grande do Sul",121825,0.0,0.0
"Urumqi","TJ","Xinjiang Uygur",1160000,88.0,44.0
"Usak","TR","Usak",119900,0.0,0.0
"Ushuaia","RA","Tierra del Fuego",3000,-68.3,-54.5
"Usolye Sibirskoye","R","Irkutskaya oblast",106000,0.0,0.0
"Ussuriysk","R","Primorsky kray",162000,0.0,0.0
"Ust Ilimsk","R","Irkutskaya oblast",110000,0.0,0.0
"Usti nad Labem","CZ","Severocesky",0,0.0,0.0
"Utrecht","NL","Utrecht",547070,0.0,0.0
"Utsonomiya","J","Tochigi",0,0.0,0.0
"Uvira","ZRE","Kivu",115590,0.0,0.0
"Uzhhorod","UA","Zakarpatska",0,0.0,0.0
"Vaasa","SF","Vaasa",54275,21.3,63.0
"Vadodara","IND","Gujarat",1061598,0.0,0.0
"Vadsoe","N","Finnmark",5961,29.5,70.5
"Vaduz","FL","Liechtenstein",27714,9.3,47.08
"Valencia","YV","Carabobo",903621,0.0,0.0
"Valencia","E","Valencia",764293,-0.383333,39.4667
"Valladolid","E","Castile and Leon",336917,0.0,0.0
"Valledupar","CO","Cesar",265505,0.0,0.0
"Vallejo","USA","California",109199,0.0,0.0
"Valletta","M","Malta",9302,14.5,35.9
"Valparaiso","RCH","Chile",267000,-71.3,-33.1
"Van","TR","Van",194600,0.0,0.0
"Vancouver","CDN","British Columbia",471844,-122.4,48.5
"Vanersborg","S","Alvsborg",35804,12.2,58.2
"Varanasi","IND","Uttar Pradesh",932399,0.0,0.0
"Varginha","BR","Minas Gerais",100079,0.0,0.0
"Varzea Grande","BR","Mato Grosso",190374,0.0,0.0
"Vaslui","RO","Vaslui",0,0.0,0.0
"Vasteras","S","Vastmanland",123728,16.3,59.4
"Vatican City","V","Holy See",392,12.3,41.5
"Vaughan","CDN","Ontario",111359,0.0,0.0
"Vaxjo","S","Kronoberg",66925,15.0,56.5
"Velikiye Luki","R","Pskovskaya oblast",116000,0.0,0.0
"Velsen","NL","Noord Holland",134973,0.0,0.0
"Venice","I","Veneto",317837,12.2,45.27
"Veracruz Llave","MEX","Veracruz",438821,0.0,0.0
"Verona","I","Veneto",258946,0.0,0.0
"Veszprem","H","Veszprem",0,0.0,0.0
"Viamao","BR","Rio Grande do Sul",195880,0.0,0.0
"Viana do Castelo","P","Viana do Castelo",0,0.0,0.0
"Vicente Lopez","RA","Buenos Aires",289142,0.0,0.0
"Vicenza","I","Veneto",109333,0.0,0.0
"Victoria","CDN","British Columbia",263180,-123.317,48.4167
"Victoria","M","Malta",6414,14.25,36.05
"Victoria","SY","Seychelles",24570,55.5,-4.65
"Victoria de Durango","MEX","Durango",348036,0.0,0.0
"Victoria de las Tunas","C","Las Tunas",126930,0.0,0.0
"Viedma","RA","Rio Negro",25000,-63.1,-40.5
"Vienna","A","Vienna",1583000,16.3667,48.2
"Vientiane","LAO","Laos",377409,102.45,18.0
"Viet Tri","VN","Vietnam",116084,0.0,0.0
"Vigo","E","Galicia",288573,0.0,0.0
"Vijayawada","IND","Andhra Pradesh",701827,0.0,0.0
"Vila Nova de Gaia","P","Porto",62468,0.0,0.0
"Vila Real","P","Vila Real",0,0.0,0.0
"Vila Velha","BR","Espirito Santo",297052,0.0,0.0
"Villa Nueva","GCA","Guatemala",101295,0.0,0.0
"Villahermosa","MEX","Tabasco",261231,-93.0,18.0
"Villavicencio","CO","Meta",252711,0.0,0.0
"Villeurbanne","F","Rhone Alpes",116872,0.0,0.0
"Vilnius","LT","Lithuania",566000,25.3,54.4
"Vinnytsya","UA","Vinnytska",379000,0.0,0.0
"Virginia Beach","USA","Virginia",393089,0.0,0.0
"Visby","S","Gotland",20000,18.2,57.3
"Viseu","P","Viseu",0,0.0,0.0
"Vishakhapatnam","IND","Andhra Pradesh",752037,0.0,0.0
"Vitoria","BR","Espirito Santo",263708,-40.3,-20.2
"Vitoria da Conquista","BR","Bahia",241776,0.0,0.0
"Vitoria de Santo Antao","BR","Pernambuco",111575,0.0,0.0
"Vitoria Gasteiz","E","Basque Country",214148,0.0,0.0
"Vladikavkaz","R","Rep. of North Ossetiya",312000,0.0,0.0
"Vladimir","R","Vladimirskaya oblast",339000,0.0,0.0
"Vladivostok","R","Primorsky kray",632000,131.917,43.1167
"Vlore","AL","Albania",56000,19.3,40.3
"Volgodonsk","R","Rostovskaya oblast",183000,0.0,0.0
"Volgograd","R","Volgogradskaya oblast",1003000,44.5167,48.7
"Vologda","R","Vologodskaya oblast",299000,0.0,0.0
"Volos","GR","Thessalia",71378,0.0,0.0
"Volta Redonda","BR","Rio de Janeiro",228939,0.0,0.0
"Volzhsky","R","Volgogradskaya oblast",288000,0.0,0.0
"Vorkuta","R","Rep. of Komi",104000,0.0,0.0
"Voronezh","R","Voronezhskaya oblast",908000,0.0,0.0
"Votkinsk","R","Udmurt Republic",104000,0.0,0.0
"Vung Tau","VN","Vietnam",133558,0.0,0.0
"Waco","USA","Texas",103590,-97.2167,31.6167
"Wad Madani","SUD","Nil al Asraq",218714,0.0,0.0
"Wafangdian","TJ","Liaoning",251733,0.0,0.0
"Wah Cantonment","PK","Pakistan",122335,0.0,0.0
"Wakayama","J","Wakayama",0,0.0,0.0
"Wakefield","GB","West Yorkshire",317300,0.0,0.0
"Wakrah","Q","Qatar",23682,50.7,25.2
"Walbrzych","PL","Walbrzyskie",141000,0.0,0.0
"Walsall","GB","West Midlands",263900,0.0,0.0
"Wanxian","TJ","Sichuan",156823,0.0,0.0
"Warangal","IND","Andhra Pradesh",447653,0.0,0.0
"Warren","USA","Michigan",144864,0.0,0.0
"Warrington","GB","Cheshire",185000,0.0,0.0
"Warsaw","PL","Warszwaskie",1655000,21.0333,52.2167
"Warwick","GB","Warwickshire",118600,0.0,0.0
"Washington","USA","Distr. Columbia",606900,-77.0,38.5
"Waterbury","USA","Connecticut",108961,-73.0667,41.5833
"Waw","SUD","Bahr al Ghazal",0,0.0,0.0
"Weifang","TJ","Shandong",428522,0.0,0.0
"Weihai","TJ","Shandong",128888,0.0,0.0
"Weinan","TJ","Shaanxi",140169,0.0,0.0
"Wellington","NZ","New Zealand",352030,174.767,-41.2833
"Wendeng","TJ","Shandong",133910,0.0,0.0
"Wenzhou","TJ","Zhejiang",401871,0.0,0.0
"West Bromwich","GB","West Midlands",154500,0.0,0.0
"West Covina","USA","California",96226,0.0,0.0
"West Island","COCO","Cocos Islands",0,96.5,-12.1
"Wete","EAT","Kaskazini Pemba",0,0.0,0.0
"Whitehorse","CDN","Yukon Territory",13311,-135.0,60.4
"Wichita","USA","Kansas",304017,-97.4167,37.65
"Wichita Falls","USA","Texas",96259,-98.4833,33.9667
"Wiesbaden","D","Hessen",266081,8.17,50.07
"Wigan","GB","Greater Manchester",310000,0.0,0.0
"Willemstad","NA","Netherlands Antilles",125000,-68.9,12.1
"Winchester","GB","Hampshire",100500,0.0,0.0
"Windhoek","NAM","Namibia",0,17.2,-22.3
"Windsor","GB","Berkshire",136700,0.0,0.0
"Windsor","CDN","Ontario",191435,-82.9667,42.2667
"Winnipeg","CDN","Manitoba",616790,-97.1,49.5
"Winston Salem","USA","North Carolina",150958,0.0,0.0
"Winterthur","CH","ZH",86340,0.0,0.0
"Wiral","GB","Merseyside",331100,0.0,0.0
"Witten","D","Nordrhein Westfalen",105423,0.0,0.0
"Wloclawek","PL","Wloclawskie",121000,0.0,0.0
"Wodzilaw Slaski","PL","Katowickie",111000,0.0,0.0
"Wokingham","GB","Berkshire",142900,0.0,0.0
"Wolfsburg","D","Niedersachsen",126965,0.0,0.0
"Wollongong","AUS","New South Wales",238000,0.0,0.0
"Wolverhampton","GB","West Midlands",245100,0.0,0.0
"Wonsan","NOK","North Korea",274000,0.0,0.0
"Worcester","GB","Hereford and Worcester",0,0.0,0.0
"Worcester","USA","Massachusetts",169759,-71.8667,42.2667
"Wrexham","GB","Wrexham",117100,0.0,0.0
