"Country","Organization","Type"
"RIM","IOC","National Olympic Committee"
"RIM","ITU","member"
"RIM","NAM","member"
"RIM","OAU","member"
"RIM","OIC","member"
"RIM","UN","member"
"RIM","UNESCO","member"
"RIM","UNIDO","member"
"RIM","UPU","member"
"RIM","WHO","member"
"RIM","WIPO","member"
"RIM","WMO","member"
"RIM","WToO","member"
"RIM","WTrO","member"
"RL","ABEDA","member"
"RL","ACCT","member"
"RL","AFESD","member"
"RL","AL","member"
"RL","AMF","member"
"RL","CCC","member"
"RL","ESCWA","member"
"RL","FAO","member"
"RL","G-24","member"
"RL","G-77","member"
"RL","IAEA","member"
"RL","IBRD","member"
"RL","ICAO","member"
"RL","ICC","member"
"RL","ICFTU","member"
"RL","ICRM","National Society"
"RL","IDA","Part II"
"RL","IDB","member"
"RL","IFAD","Category III"
"RL","IFC","member"
"RL","IFRCS","member"
"RL","ILO","member"
"RL","IMF","member"
"RL","IMO","member"
"RL","Intelsat","member"
"RL","Interpol","member"
"RL","IOC","National Olympic Committee"
"RL","ITU","member"
"RL","NAM","member"
"RL","OIC","member"
"RL","PCA","member"
"RL","UN","member"
"RL","UNESCO","member"
"RL","UNHCR","member"
"RL","UNIDO","member"
"RL","UNRWA","member"
"RL","UPU","member"
"RL","WFTU","member"
"RL","WHO","member"
"RL","WIPO","member"
"RL","WMO","member"
"RL","WToO","member"
"RM","ACCT","member"
"RM","ACP","member"
"RM","AfDB","regional member"
"RM","CCC","member"
"RM","ECA","member"
"RM","FAO","member"
"RM","G-77","member"
"RM","IAEA","member"
"RM","IBRD","member"
"RM","ICAO","member"
"RM","ICC","member"
"RM","ICFTU","member"
"RM","ICRM","National Society"
"RM","IDA","Part II"
"RM","IFAD","Category III"
"RM","IFC","member"
"RM","IFRCS","member"
"RM","ILO","member"
"RM","IMF","member"
"RM","IMO","member"
"RM","Intelsat","member"
"RM","Interpol","member"
"RM","IOC","National Olympic Committee"
"RM","ITU","member"
"RM","NAM","member"
"RM","OAU","member"
"RM","UN","member"
"RM","UNESCO","member"
"RM","UNHCR","member"
"RM","UNIDO","member"
"RM","UPU","member"
"RM","WCL","member"
"RM","WFTU","member"
"RM","WHO","member"
"RM","WIPO","member"
"RM","WMO","member"
"RM","WToO","member"
"RM","WTrO","member"
"RMM","ACCT","member"
"RMM","ACP","member"
"RMM","AfDB","regional member"
"RMM","CCC","member"
"RMM","ECA","member"
"RMM","ECOWAS","member"
"RMM","FAO","member"
"RMM","FZ","member"
"RMM","G-77","member"
"RMM","IAEA","member"
"RMM","IBRD","member"
"RMM","ICAO","member"
"RMM","ICFTU","member"
"RMM","ICRM","National Society"
"RMM","IDA","Part II"
"RMM","IDB","member"
"RMM","IFAD","Category III"
"RMM","IFC","member"
"RMM","IFRCS","member"
"RMM","ILO","member"
"RMM","IMF","member"
"RMM","Intelsat","member"
"RMM","Interpol","member"
"RMM","IOC","National Olympic Committee"
"RMM","ITU","member"
"RMM","NAM","member"
"RMM","OAU","member"
"RMM","OIC","member"
"RMM","UN","member"
"RMM","UNAMIR","member"
"RMM","UNAVEM III","member"
"RMM","UNESCO","member"
"RMM","UNIDO","member"
"RMM","UNMIH","member"
"RMM","UPU","member"
"RMM","WADB","member"
"RMM","WCL","member"
"RMM","WFTU","member"
"RMM","WHO","member"
"RMM","WIPO","member"
"RMM","WMO","member"
"RMM","WToO","member"
"RMM","WTrO","member"
"RN","ACCT","member"
"RN","ACP","member"
"RN","AfDB","regional member"
"RN","CCC","member"
"RN","ECA","member"
"RN","ECOWAS","member"
"RN","Entente","member"
"RN","FAO","member"
"RN","FZ","member"
"RN","G-77","member"
"RN","IAEA","member"
"RN","IBRD","member"
"RN","ICAO","member"
"RN","ICRM","National Society"
"RN","IDA","Part II"
"RN","IDB","member"
"RN","IFAD","Category III"
"RN","IFC","member"
"RN","IFRCS","member"
"RN","ILO","member"
"RN","IMF","member"
"RN","Intelsat","member"
"RN","Interpol","member"
"RN","IOC","National Olympic Committee"
"RN","ITU","member"
"RN","NAM","member"
"RN","OAU","member"
"RN","OIC","member"
"RN","UN","member"
"RN","UNAMIR","member"
"RN","UNESCO","member"
"RN","UNIDO","member"
"RN","UPU","member"
"RN","WADB","member"
"RN","WCL","member"
"RN","WFTU","member"
"RN","WHO","member"
"RN","WIPO","member"
"RN","WMO","member"
"RN","WToO","member"
"RO","ACCT","member"
"RO","ANC","member"
"RO","BIS","member"
"RO","BSEC","member"
"RO","CCC","member"
"RO","CE","member"
"RO","CEI","associate member"
"RO","EBRD","member"
"RO","ECE","member"
"RO","EU","member"
"RO","FAO","member"
"RO","G-77","member"
"RO","G-9","member"
"RO","IAEA","member"
"RO","IBRD","member"
"RO","ICAO","member"
"RO","ICFTU","member"
"RO","ICRM","National Society"
"RO","IFAD","Category III"
"RO","IFC","member"
"RO","IFRCS","member"
"RO","ILO","member"
"RO","IMF","member"
"RO","IMO","member"
"RO","Inmarsat","member"
"RO","Intelsat","member"
"RO","Interpol","member"
"RO","IOC","National Olympic Committee"
"RO","IOM","observer"
"RO","ISO","member"
"RO","ITU","member"
"RO","NAM","guest"
"RO","NSG","member"
"RO","OAS","observer"
"RO","OSCE","member"
"RO","PCA","member"
"RO","PFP","member"
"RO","UN","member"
"RO","UNAVEM III","member"
"RO","UNESCO","member"
"RO","UNIDO","member"
"RO","UNIKOM","member"
"RO","UPU","member"
"RO","WCL","member"
"RO","WEU","associate partner"
"RO","WFTU","member"
"RO","WHO","member"
"RO","WIPO","member"
"RO","WMO","member"
"RO","WToO","member"
"RO","WTrO","member"
"RO","ZC","member"
"ROK","AfDB","nonregional member"
"ROK","APEC","member"
"ROK","AsDB","regional member"
"ROK","CCC","member"
"ROK","CP","member"
"ROK","EBRD","member"
"ROK","ESCAP","member"
"ROK","FAO","member"
"ROK","G-77","member"
"ROK","IAEA","member"
"ROK","IBRD","member"
"ROK","ICAO","member"
"ROK","ICC","member"
"ROK","ICFTU","member"
"ROK","ICRM","National Society"
"ROK","IDA","Part II"
"ROK","IFAD","Category III"
"ROK","IFC","member"
"ROK","IFRCS","member"
"ROK","ILO","member"
"ROK","IMF","member"
"ROK","IMO","member"
"ROK","Inmarsat","member"
"ROK","Intelsat","member"
"ROK","Interpol","member"
"ROK","IOC","National Olympic Committee"
"ROK","IOM","member"
"ROK","ISO","member"
"ROK","ITU","member"
"ROK","MINURSO","member"
"ROK","NSG","member"
"ROK","OAS","observer"
"ROK","UN","member"
"ROK","UNESCO","member"
"ROK","UNIDO","member"
"ROK","UNMOGIP","member"
"ROK","UNOMIG","member"
"ROK","UNU","member"
"ROK","UPU","member"
"ROK","WHO","member"
"ROK","WIPO","member"
"ROK","WMO","member"
"ROK","WToO","member"
"ROK","WTrO","member"
"ROU","AG","observer"
"ROU","CCC","member"
"ROU","ECLAC","member"
"ROU","FAO","member"
"ROU","G-11","member"
"ROU","G-77","member"
"ROU","IADB","member"
"ROU","IAEA","member"
"ROU","IBRD","member"
"ROU","ICAO","member"
"ROU","ICC","member"
"ROU","ICRM","National Society"
"ROU","IFAD","Category III"
"ROU","IFC","member"
"ROU","IFRCS","member"
"ROU","ILO","member"
"ROU","IMF","member"
"ROU","IMO","member"
"ROU","Intelsat","member"
"ROU","Interpol","member"
"ROU","IOC","National Olympic Committee"
"ROU","IOM","member"
"ROU","ISO","member"
"ROU","ITU","member"
"ROU","LAES","member"
"ROU","LAIA","member"
"ROU","Mercosur","member"
"ROU","MINURSO","member"
"ROU","NAM","observer"
"ROU","OAS","member"
"ROU","OPANAL","member"
"ROU","PCA","member"
"ROU","RG","member"
"ROU","UN","member"
"ROU","UNAMIR","member"
"ROU","UNAVEM III","member"
"ROU","UNESCO","member"
"ROU","UNIDO","member"
"ROU","UNIKOM","member"
"ROU","UNMOGIP","member"
"ROU","UNMOT","member"
"ROU","UNOMIG","member"
"ROU","UNOMIL","member"
"ROU","UPU","member"
"ROU","WCL","member"
"ROU","WFTU","member"
"ROU","WHO","member"
"ROU","WIPO","member"
"ROU","WMO","member"
"ROU","WToO","member"
"ROU","WTrO","member"
"RP","AsDB","regional member"
"RP","ASEAN","member"
"RP","CCC","member"
"RP","CP","member"
"RP","ESCAP","member"
"RP","FAO","member"
"RP","G-24","member"
"RP","G-77","member"
"RP","IAEA","member"
"RP","IBRD","member"
"RP","ICAO","member"
"RP","ICFTU","member"
"RP","ICRM","National Society"
"RP","IDA","Part II"
"RP","IFAD","Category III"
"RP","IFC","member"
"RP","IFRCS","member"
"RP","ILO","member"
"RP","IMF","member"
"RP","IMO","member"
"RP","Inmarsat","member"
"RP","Intelsat","member"
"RP","Interpol","member"
"RP","IOC","National Olympic Committee"
"RP","IOM","member"
"RP","ISO","member"
"RP","ITU","member"
"RP","Mekong Group","member"
"RP","NAM","member"
"RP","UN","member"
"RP","UNESCO","member"
"RP","UNHCR","member"
"RP","UNIDO","member"
"RP","UNMIH","member"
"RP","UNU","member"
"RP","UPU","member"
"RP","WCL","member"
"RP","WFTU","member"
"RP","WHO","member"
"RP","WIPO","member"
"RP","WMO","member"
"RP","WTrO","member"
"RSA","BIS","member"
"RSA","C","member"
"RSA","CCC","member"
"RSA","ECA","member"
"RSA","FAO","member"
"RSA","G-77","member"
"RSA","IAEA","member"
"RSA","IBRD","member"
"RSA","ICAO","member"
"RSA","ICC","member"
"RSA","ICRM","National Society"
"RSA","IDA","Part I"
"RSA","IFC","member"
"RSA","IFRCS","member"
"RSA","ILO","member"
"RSA","IMF","member"
"RSA","IMO","member"
"RSA","Inmarsat","member"
"RSA","Intelsat","member"
"RSA","Interpol","member"
"RSA","IOC","National Olympic Committee"
"RSA","ISO","member"
"RSA","ITU","member"
"RSA","MTCR","member"
"RSA","NAM","member"
"RSA","NSG","member"
"RSA","OAU","member"
"RSA","SACU","member"
"RSA","SADC","member"
"RSA","UN","member"
"RSA","UNESCO","member"
"RSA","UPU","member"
"RSA","WFTU","member"
"RSA","WHO","member"
"RSA","WIPO","member"
"RSA","WMO","member"
"RSA","WTrO","member"
"RSA","ZC","member"
"RSM","CE","member"
"RSM","ECE","member"
"RSM","ICAO","member"
"RSM","ICFTU","member"
"RSM","ICRM","National Society"
"RSM","IFRCS","member"
"RSM","ILO","member"
"RSM","IMF","member"
"RSM","IOC","National Olympic Committee"
"RSM","IOM","observer"
"RSM","ITU","member"
"RSM","NAM","guest"
"RSM","OSCE","member"
"RSM","UN","member"
"RSM","UNESCO","member"
"RSM","UPU","member"
"RSM","WHO","member"
"RSM","WIPO","member"
"RSM","WToO","member"
"RT","ACCT","member"
"RT","ACP","member"
"RT","AfDB","regional member"
"RT","CCC","member"
"RT","ECA","member"
"RT","ECOWAS","member"
"RT","Entente","member"
"RT","FAO","member"
"RT","FZ","member"
"RT","G-77","member"
"RT","IBRD","member"
"RT","ICAO","member"
"RT","ICC","member"
"RT","ICFTU","member"
"RT","ICRM","National Society"
"RT","IDA","Part II"
"RT","IFAD","Category III"
"RT","IFC","member"
"RT","IFRCS","member"
"RT","ILO","member"
"RT","IMF","member"
"RT","IMO","member"
"RT","Intelsat","member"
"RT","Interpol","member"
"RT","IOC","National Olympic Committee"
"RT","ITU","member"
"RT","MINURSO","member"
"RT","NAM","member"
"RT","OAU","member"
"RT","UN","member"
"RT","UNESCO","member"
"RT","UNIDO","member"
"RT","UNMIH","member"
"RT","UPU","member"
"RT","WADB","member"
"RT","WCL","member"
"RT","WFTU","member"
"RT","WHO","member"
"RT","WIPO","member"
"RT","WMO","member"
"RT","WToO","member"
"RT","WTrO","member"
"RWA","ACCT","member"
"RWA","ACP","member"
"RWA","AfDB","regional member"
"RWA","CCC","member"
"RWA","CEEAC","member"
"RWA","CEPGL","member"
"RWA","ECA","member"
"RWA","FAO","member"
"RWA","G-77","member"
"RWA","IBRD","member"
"RWA","ICAO","member"
"RWA","ICFTU","member"
"RWA","ICRM","National Society"
"RWA","IDA","Part II"
"RWA","IFAD","Category III"
"RWA","IFC","member"
"RWA","IFRCS","member"
"RWA","ILO","member"
"RWA","IMF","member"
"RWA","Intelsat","member"
"RWA","Interpol","member"
"RWA","IOC","National Olympic Committee"
"RWA","IOM","observer"
"RWA","ITU","member"
"RWA","NAM","member"
"RWA","OAU","member"
"RWA","UN","member"
"RWA","UNESCO","member"
"RWA","UNIDO","member"
"RWA","UPU","member"
"RWA","WCL","member"
"RWA","WHO","member"
"RWA","WIPO","member"
"RWA","WMO","member"
"RWA","WToO","member"
"S","AfDB","nonregional member"
"S","AG","observer"
"S","ANC","member"
"S","AsDB","nonregional member"
"S","BIS","member"
"S","CBSS","member"
"S","CCC","member"
"S","CE","member"
"S","CERN","member"
"S","EBRD","member"
"S","ECE","member"
"S","EIB","member"
"S","EN","member"
"S","ESA","member"
"S","EU","member"
"S","FAO","member"
"S","G-10","member"
"S","G-6","member"
"S","G-9","member"
"S","IADB","member"
"S","IAEA","member"
"S","IBRD","member"
"S","ICAO","member"
"S","ICC","member"
"S","ICFTU","member"
"S","ICRM","National Society"
"S","IDA","Part I"
"S","IEA","member"
"S","IFAD","Category I"
"S","IFC","member"
"S","IFRCS","member"
"S","ILO","member"
"S","IMF","member"
"S","IMO","member"
"S","Inmarsat","member"
"S","Intelsat","member"
"S","Interpol","member"
"S","IOC","National Olympic Committee"
"S","IOM","member"
"S","ISO","member"
"S","ITU","member"
"S","MTCR","member"
"S","NAM","guest"
"S","NC","member"
"S","NIB","member"
"S","NSG","member"
"S","OECD","member"
"S","OSCE","member"
"S","PCA","member"
"S","PFP","member"
"S","UN","member"
"S","UNAVEM III","member"
"S","UNCRO","member"
"S","UNESCO","member"
"S","UNHCR","member"
"S","UNIDO","member"
"S","UNIKOM","member"
"S","UNITAR","member"
"S","UNMOGIP","member"
"S","UNOMIG","member"
"S","UNPREDEP","member"
"S","UNPROFOR","member"
"S","UNTSO","member"
"S","UPU","member"
"S","WEU","observer"
"S","WFTU","member"
"S","WHO","member"
"S","WIPO","member"
"S","WMO","member"
"S","WTrO","member"
"S","ZC","member"
"SA","ABEDA","member"
"SA","AfDB","nonregional member"
"SA","AFESD","member"
"SA","AL","member"
"SA","AMF","member"
"SA","CCC","member"
"SA","ESCWA","member"
"SA","FAO","member"
"SA","G-19","member"
"SA","G-77","member"
"SA","GCC","member"
"SA","IAEA","member"
"SA","IBRD","member"
"SA","ICAO","member"
"SA","ICC","member"
"SA","ICRM","National Society"
"SA","IDA","Part II"
"SA","IDB","member"
"SA","IFAD","Category II"
"SA","IFC","member"
"SA","IFRCS","member"
"SA","ILO","member"
"SA","IMF","member"
"SA","IMO","member"
"SA","Inmarsat","member"
"SA","Intelsat","member"
"SA","Interpol","member"
"SA","IOC","National Olympic Committee"
"SA","ISO","member"
"SA","ITU","member"
"SA","NAM","member"
"SA","OAPEC","member"
"SA","OAS","observer"
"SA","OIC","member"
"SA","OPEC","member"
"SA","UN","member"
"SA","UNESCO","member"
"SA","UNIDO","member"
"SA","UPU","member"
"SA","WFTU","member"
"SA","WHO","member"
"SA","WIPO","member"
"SA","WMO","member"
"SA","WTrO","applicant"
"SD","ACP","member"
"SD","AfDB","regional member"
"SD","C","member"
"SD","CCC","member"
"SD","ECA","member"
"SD","FAO","member"
"SD","G-77","member"
"SD","IBRD","member"
"SD","ICAO","member"
"SD","ICFTU","member"
"SD","ICRM","National Society"
"SD","IDA","Part II"
"SD","IFAD","Category III"
"SD","IFC","member"
"SD","IFRCS","member"
"SD","ILO","member"
"SD","IMF","member"
"SD","Intelsat","member"
"SD","Interpol","member"
"SD","IOC","National Olympic Committee"
"SD","ITU","member"
"SD","NAM","member"
"SD","OAU","member"
"SD","PCA","member"
"SD","SACU","member"
"SD","SADC","member"
"SD","UN","member"
"SD","UNESCO","member"
"SD","UNIDO","member"
"SD","UPU","member"
"SD","WHO","member"
"SD","WIPO","member"
"SD","WMO","member"
"SD","WTrO","member"
"SF","AfDB","nonregional member"
"SF","AG","observer"
"SF","ANC","member"
"SF","AsDB","nonregional member"
"SF","BIS","member"
"SF","CBSS","member"
"SF","CCC","member"
"SF","CE","member"
"SF","CERN","member"
"SF","EBRD","member"
"SF","ECE","member"
"SF","EIB","member"
"SF","EN","member"
"SF","ESA","member"
"SF","EU","member"
"SF","FAO","member"
"SF","G-9","member"
"SF","IADB","member"
"SF","IAEA","member"
"SF","IBRD","member"
"SF","ICAO","member"
"SF","ICC","member"
"SF","ICFTU","member"
"SF","ICRM","National Society"
"SF","IDA","Part I"
"SF","IEA","member"
"SF","IFAD","Category I"
"SF","IFC","member"
"SF","IFRCS","member"
"SF","ILO","member"
"SF","IMF","member"
"SF","IMO","member"
"SF","Inmarsat","member"
"SF","Intelsat","member"
"SF","Interpol","member"
"SF","IOC","National Olympic Committee"
"SF","IOM","member"
"SF","ISO","member"
"SF","ITU","member"
"SF","MTCR","member"
"SF","NAM","guest"
"SF","NC","member"
"SF","NIB","member"
"SF","NSG","member"
"SF","OAS","observer"
"SF","OECD","member"
"SF","OSCE","member"
"SF","PCA","member"
"SF","PFP","member"
"SF","UN","member"
"SF","UNCRO","member"
"SF","UNESCO","member"
"SF","UNFICYP","member"
"SF","UNHCR","member"
"SF","UNIDO","member"
"SF","UNIFIL","member"
"SF","UNIKOM","member"
"SF","UNMOGIP","member"
"SF","UNPREDEP","member"
"SF","UNPROFOR","member"
"SF","UNTSO","member"
"SF","UPU","member"
"SF","WEU","observer"
"SF","WFTU","member"
"SF","WHO","member"
"SF","WIPO","member"
"SF","WMO","member"
"SF","WToO","member"
"SF","WTrO","member"
"SF","ZC","member"
"SGP","AsDB","regional member"
"SGP","ASEAN","member"
"SGP","C","member"
"SGP","CCC","member"
"SGP","CP","member"
"SGP","ESCAP","member"
"SGP","G-77","member"
"SGP","IAEA","member"
"SGP","IBRD","member"
"SGP","ICAO","member"
"SGP","ICC","member"
"SGP","ICFTU","member"
"SGP","ICRM","National Society"
"SGP","IFC","member"
"SGP","IFRCS","member"
"SGP","ILO","member"
"SGP","IMF","member"
"SGP","IMO","member"
"SGP","Inmarsat","member"
"SGP","Intelsat","member"
"SGP","Interpol","member"
"SGP","IOC","National Olympic Committee"
"SGP","ISO","member"
"SGP","ITU","member"
"SGP","Mekong Group","member"
"SGP","NAM","member"
"SGP","PCA","member"
"SGP","UN","member"
"SGP","UNIKOM","member"
"SGP","UPU","member"
"SGP","WHO","member"
"SGP","WIPO","member"
"SGP","WMO","member"
"SGP","WTrO","member"
"SK","ANC","member"
"SK","BIS","member"
"SK","BSEC","observer"
"SK","CCC","member"
"SK","CE","member"
"SK","CEI","member"
"SK","CERN","member"
"SK","EBRD","member"
"SK","ECE","member"
"SK","EU","member"
"SK","FAO","member"
"SK","IAEA","member"
"SK","IBRD","member"
"SK","ICAO","member"
"SK","ICFTU","member"
"SK","ICRM","National Society"
"SK","IDA","Part II"
"SK","IFC","member"
"SK","IFRCS","member"
"SK","ILO","member"
"SK","IMF","member"
"SK","IMO","member"
"SK","Inmarsat","member"
"SK","Intelsat","nonsignatory user"
"SK","Interpol","member"
"SK","IOC","National Olympic Committee"
"SK","IOM","observer"
"SK","ISO","member"
"SK","ITU","member"
"SK","NSG","member"
"SK","OSCE","member"
"SK","PCA","member"
"SK","PFP","member"
"SK","UN","member"
"SK","UNAVEM III","member"
"SK","UNCRO","member"
"SK","UNESCO","member"
"SK","UNIDO","member"
"SK","UPU","member"
"SK","WEU","associate partner"
"SK","WHO","member"
"SK","WIPO","member"
"SK","WMO","member"
"SK","WToO","member"
"SK","WTrO","member"
"SK","ZC","member"
"SLB","ACP","member"
"SLB","AsDB","regional member"
"SLB","C","member"
"SLB","ESCAP","member"
"SLB","FAO","member"
"SLB","G-77","member"
"SLB","IBRD","member"
"SLB","ICAO","member"
"SLB","ICRM","National Society"
"SLB","IDA","Part II"
"SLB","IFAD","Category III"
"SLB","IFC","member"
"SLB","IFRCS","member"
"SLB","ILO","member"
"SLB","IMF","member"
"SLB","IMO","member"
"SLB","Intelsat","nonsignatory user"
"SLB","IOC","National Olympic Committee"
"SLB","ITU","member"
"SLB","Sparteca","member"
"SLB","SPC","member"
"SLB","SPF","member"
"SLB","UN","member"
"SLB","UNESCO","member"
"SLB","UPU","member"
"SLB","WFTU","member"
"SLB","WHO","member"
"SLB","WMO","member"
"SLO","ANC","member"
"SLO","CCC","member"
"SLO","CE","member"
"SLO","CEI","member"
"SLO","EBRD","member"
"SLO","ECE","member"
"SLO","EU","member"
"SLO","FAO","member"
"SLO","IADB","member"
"SLO","IAEA","member"
"SLO","IBRD","member"
"SLO","ICAO","member"
"SLO","ICRM","National Society"
"SLO","IDA","Part II"
"SLO","IFC","member"
"SLO","IFRCS","member"
"SLO","ILO","member"
"SLO","IMF","member"
"SLO","IMO","member"
"SLO","Intelsat","nonsignatory user"
"SLO","Interpol","member"
"SLO","IOC","National Olympic Committee"
"SLO","IOM","observer"
"SLO","ISO","member"
"SLO","ITU","member"
"SLO","NAM","guest"
"SLO","OSCE","member"
"SLO","PFP","member"
"SLO","UN","member"
"SLO","UNESCO","member"
"SLO","UNIDO","member"
"SLO","UPU","member"
"SLO","WHO","member"
"SLO","WIPO","member"
"SLO","WMO","member"
"SLO","WToO","member"
"SLO","WTrO","member"
"SMAR","UPU","member"
"SMAR","WFTU","member"
"SME","ACP","member"
"SME","Caricom","member"
"SME","ECLAC","member"
"SME","FAO","member"
"SME","G-77","member"
"SME","IADB","member"
"SME","IBRD","member"
"SME","ICAO","member"
"SME","ICFTU","member"
"SME","ICRM","National Society"
"SME","IFAD","Category III"
"SME","IFRCS","member"
"SME","ILO","member"
"SME","IMF","member"
"SME","IMO","member"
"SME","Intelsat","nonsignatory user"
"SME","Interpol","member"
"SME","IOC","National Olympic Committee"
"SME","ITU","member"
"SME","LAES","member"
"SME","NAM","member"
"SME","OAS","member"
"SME","OPANAL","member"
"SME","PCA","member"
"SME","UN","member"
"SME","UNESCO","member"
"SME","UNIDO","member"
"SME","UNMIH","member"
"SME","UPU","member"
"SME","WCL","member"
"SME","WHO","member"
"SME","WIPO","member"
"SME","WMO","member"
"SME","WTrO","member"
"SN","ACCT","member"
"SN","ACP","member"
"SN","AfDB","regional member"
"SN","CCC","member"
"SN","ECA","member"
"SN","ECOWAS","member"
"SN","FAO","member"
"SN","FZ","member"
"SN","G-15","member"
"SN","G-77","member"
"SN","IAEA","member"
"SN","IBRD","member"
"SN","ICAO","member"
"SN","ICC","member"
"SN","ICFTU","member"
"SN","ICRM","National Society"
"SN","IDA","Part II"
"SN","IDB","member"
"SN","IFAD","Category III"
"SN","IFC","member"
"SN","IFRCS","member"
"SN","ILO","member"
"SN","IMF","member"
"SN","IMO","member"
"SN","Inmarsat","member"
"SN","Intelsat","member"
"SN","Interpol","member"
"SN","IOC","National Olympic Committee"
"SN","ITU","member"
"SN","NAM","member"
"SN","OAU","member"
"SN","OIC","member"
"SN","PCA","member"
"SN","UN","member"
"SN","UNAMIR","member"
"SN","UNAVEM III","member"
"SN","UNCRO","member"
"SN","UNESCO","member"
"SN","UNIDO","member"
"SN","UNIKOM","member"
"SN","UPU","member"
"SN","WADB","member"
"SN","WCL","member"
"SN","WFTU","member"
"SN","WHO","member"
"SN","WIPO","member"
"SN","WMO","member"
"SN","WToO","member"
"SN","WTrO","member"
"SP","ACP","member"
"SP","AfDB","regional member"
"SP","AFESD","member"
"SP","AL","member"
"SP","AMF","member"
"SP","CAEU","member"
"SP","ECA","member"
"SP","FAO","member"
"SP","G-77","member"
"SP","IBRD","member"
"SP","ICAO","member"
"SP","ICRM","National Society"
"SP","IDA","Part II"
"SP","IDB","member"
"SP","IFAD","Category III"
"SP","IFC","member"
"SP","IFRCS","member"
"SP","IGADD","member"
"SP","ILO","member"
"SP","IMF","member"
"SP","IMO","member"
"SP","Intelsat","member"
"SP","Interpol","member"
"SP","IOC","National Olympic Committee"
"SP","IOM","observer"
"SP","ITU","member"
"SP","NAM","member"
"SP","OAU","member"
"SP","OIC","member"
"SP","UN","member"
"SP","UNESCO","member"
"SP","UNHCR","member"
"SP","UNIDO","member"
"SP","UPU","member"
"SP","WFTU","member"
"SP","WHO","member"
"SP","WIPO","member"
"SP","WMO","member"
"SP","WTrO","observer"
"SPMI","WFTU","member"
"SRB","BSEC","observer"
"SRB","CE","member"
"SRB","CEI","associate member"
"SRB","EBRD","member"
"SRB","FAO","member"
"SRB","G-9","member"
"SRB","IAEA","member"
"SRB","IBRD","member"
"SRB","ICAO","member"
"SRB","ICC","member"
"SRB","ICRM","National Society"
"SRB","IDA","Part II"
"SRB","IFC","member"
"SRB","IFRCS","member"
"SRB","ILO","member"
"SRB","IMF","member"
"SRB","IMO","member"
"SRB","Interpol","member"
"SRB","IOC","National Olympic Committee"
"SRB","IOM","member"
"SRB","ISO","member"
"SRB","ITU","member"
"SRB","OSCE","member"
"SRB","PCA","member"
"SRB","PFP","member"
"SRB","UN","member"
"SRB","UNCTAD","member"
"SRB","UNESCO","member"
"SRB","UNHCR","member"
"SRB","UNIDO","member"
"SRB","UPU","member"
"SRB","WCL","member"
"SRB","WFTU","member"
"SRB","WHO","member"
"SRB","WIPO","member"
"SRB","WMO","member"
"STP","ACP","member"
"STP","AfDB","regional member"
"STP","CEEAC","member"
"STP","ECA","member"
"STP","FAO","member"
"STP","G-77","member"
"STP","IBRD","member"
"STP","ICAO","member"
"STP","ICRM","National Society"
"STP","IDA","Part II"
"STP","IFAD","Category III"
"STP","IFRCS","member"
"STP","ILO","member"
"STP","IMF","member"
"STP","IMO","member"
"STP","Intelsat","nonsignatory user"
"STP","Interpol","member"
"STP","IOC","National Olympic Committee"
"STP","IOM","observer"
"STP","ITU","member"
"STP","NAM","member"
"STP","OAU","member"
"STP","UN","member"
"STP","UNESCO","member"
"STP","UNIDO","member"
"STP","UPU","member"
"STP","WHO","member"
"STP","WMO","member"
"STP","WToO","member"
"STP","WTrO","applicant"
"SUD","ABEDA","member"
"SUD","ACP","member"
"SUD","AfDB","regional member"
"SUD","AFESD","member"
"SUD","AL","member"
"SUD","AMF","member"
"SUD","CAEU","member"
"SUD","CCC","member"
"SUD","ECA","member"
"SUD","FAO","member"
"SUD","G-77","member"
"SUD","IAEA","member"
"SUD","IBRD","member"
"SUD","ICAO","member"
"SUD","ICRM","National Society"
"SUD","IDA","Part II"
"SUD","IDB","member"
"SUD","IFAD","Category III"
"SUD","IFC","member"
"SUD","IFRCS","member"
"SUD","IGADD","member"
"SUD","ILO","member"
"SUD","IMF","member"
"SUD","IMO","member"
"SUD","Intelsat","member"
"SUD","Interpol","member"
"SUD","IOC","National Olympic Committee"
"SUD","IOM","observer"
"SUD","ITU","member"
"SUD","NAM","member"
"SUD","OAU","member"
"SUD","OIC","member"
"SUD","PCA","member"
"SUD","UN","member"
"SUD","UNESCO","member"
"SUD","UNHCR","member"
"SUD","UNIDO","member"
"SUD","UNU","member"
"SUD","UPU","member"
"SUD","WFTU","member"
"SUD","WHO","member"
"SUD","WIPO","member"
"SUD","WMO","member"
"SUD","WToO","member"
"SUD","WTrO","observer"
"SY","ACCT","member"
"SY","ACP","member"
"SY","AfDB","regional member"
"SY","C","member"
"SY","ECA","member"
"SY","FAO","member"
"SY","G-77","member"
"SY","IBRD","member"
"SY","ICAO","member"
"SY","ICFTU","member"
"SY","ICRM","National Society"
"SY","IFAD","Category III"
"SY","IFC","member"
"SY","IFRCS","member"
"SY","ILO","member"
"SY","IMF","member"
"SY","IMO","member"
"SY","Intelsat","nonsignatory user"
"SY","Interpol","member"
"SY","IOC","National Olympic Committee"
"SY","NAM","member"
"SY","OAU","member"
"SY","UN","member"
"SY","UNESCO","member"
"SY","UNIDO","member"
"SY","UPU","member"
"SY","WCL","member"
"SY","WHO","member"
"SY","WMO","member"
"SY","WToO","member"
"SY","WTrO","applicant"
"SYR","ABEDA","member"
"SYR","AFESD","member"
